ID	w1	L1	c1	pc	spelling	coca	pcoca	pbnc	psoap	ph3	ph2	ph1	pc1	pc2	pc3	pc4	pc5	pb1	pb2	pb3	pb4	pb5	pb6	pb7	tpcoca	tpbnc	tpsoap	tph3	tph2	tph1	tpc1	tpc2	tpc3	tpc4	tpc5	tpb1	tpb2	tpb3	tpb4	tpb5	tpb6	tpb7	bnc	fs	fh3	fh2	fh1	fc1	fc2	fc3	fc4	fc5	fb1	fb2	fb3	fb4	fb5	fb6	fb7	tcoca	tbnc	tsoap	th3	th2	th1	tc1	tc2	tc3	tc4	tc5	tb1	tb2	tb3	tb4	tb5	tb6	tb7	
332	saw	see	vvd	0.01	  	125622	270.54	241.66	424.77	411.18	480.58	427.11	299.13	599.12	191.12	171.36	97.49	210.26	692.11	138.67	184.97	154.95	121.45	177.54	0.27	0.66	0.75	0.14	0.17	0.38	0.34	0.62	0.20	0.19	0.22	0.53	0.98	0.90	0.59	0.77	0.61	0.59	24166	42477	40153	57383	55924	28586	54178	18263	15717	8878	2095	11011	1007	1936	2556	1862	3699	51302	2684	16382	5977	6689	4123	13000	11939	10574	11073	4716	475	454	190	307	413	308	537
333	wanted	want	vvd	0.01	  	125207	269.65	183.40	725.68	300.43	213.72	82.70	346.83	483.12	212.37	226.04	80.69	281.92	477.39	161.94	154.97	99.85	52.11	129.20	0.28	0.61	0.91	0.14	0.13	0.19	0.37	0.58	0.21	0.23	0.19	0.64	0.94	0.85	0.57	0.64	0.45	0.48	18340	72568	29338	25519	10829	33145	43688	20294	20732	7348	2809	7595	1176	1622	1647	799	2692	53910	2490	20105	6005	5191	2099	14032	11152	11264	13387	4075	575	436	180	294	341	223	441
334	community	community	nn1	0.12	  	125007	269.22	226.70	18.16	116.24	67.13	80.46	194.91	38.56	192.89	317.29	607.91	129.87	21.37	122.14	257.68	365.86	380.26	268.15	0.21	0.53	0.06	0.11	0.08	0.25	0.20	0.12	0.16	0.23	0.44	0.25	0.33	0.67	0.60	0.78	0.64	0.63	22670	1816	11351	8015	10535	18627	3487	18432	29101	55360	1294	340	887	2697	6035	5830	5587	40645	2140	1311	4493	3005	2749	7831	2044	8265	13130	9375	219	151	142	311	415	322	580
335	others	other	nn2	0.10	  	124985	269.17	272.58	31.55	320.10	302.60	357.27	190.02	214.61	275.22	280.16	389.04	131.08	213.40	251.31	208.76	358.47	388.74	320.32	0.34	0.76	0.12	0.22	0.24	0.53	0.28	0.39	0.30	0.31	0.59	0.51	0.92	0.95	0.69	0.93	0.87	0.79	27258	3155	31259	36131	46780	18159	19407	26300	25696	35428	1306	3395	1825	2185	5913	5960	6674	64390	3090	2613	9427	9495	5754	10834	7382	15759	17958	12457	451	425	200	355	494	438	727
336	asked	ask	vvd	0.02	  	124969	269.14	213.16	198.92	463.02	424.82	295.47	185.02	717.72	185.31	178.45	91.25	132.28	817.19	115.53	126.69	81.18	43.44	135.68	0.25	0.57	0.53	0.17	0.17	0.27	0.26	0.61	0.18	0.20	0.21	0.48	0.94	0.90	0.54	0.58	0.49	0.47	21316	19892	45215	50725	38688	17681	64903	17708	16367	8310	1318	13001	839	1326	1339	666	2827	47406	2311	11727	7308	6811	2972	10003	11707	9754	11403	4539	426	437	190	281	308	243	426
337	actually	actually	rr	0.08	  	124496	268.12	252.21	613.56	135.95	90.16	60.66	649.18	190.97	208.81	133.22	143.16	1281.36	150.54	195.68	89.33	140.16	164.43	137.75	0.31	0.73	0.87	0.13	0.12	0.26	0.55	0.37	0.25	0.17	0.35	0.84	0.77	0.95	0.53	0.80	0.76	0.61	25221	61356	13276	10765	7943	62039	17269	19954	12219	13037	12767	2395	1421	935	2312	2521	2870	58543	2960	19086	5443	4934	2852	21088	6951	13270	9876	7358	758	358	200	273	428	381	562
338	across	across	ii	0.04	  	123821	266.67	202.11	35.14	286.70	246.36	129.29	174.56	474.80	234.10	209.89	248.04	145.03	441.75	206.28	164.72	165.87	121.19	188.24	0.30	0.71	0.13	0.16	0.15	0.27	0.26	0.58	0.25	0.24	0.41	0.52	0.96	0.92	0.61	0.88	0.67	0.73	20211	3514	27997	29416	16929	16682	42936	22370	19251	22588	1445	7028	1498	1724	2736	1858	3922	57273	2886	2956	6777	5820	2985	9922	11170	13553	13830	8798	462	445	194	318	468	334	665
339	before	before	cs	0.09	  	123749	266.51	246.10	426.06	320.55	357.71	356.32	288.22	465.92	254.11	211.06	115.05	373.76	472.49	235.89	212.87	163.26	136.38	222.89	0.34	0.80	0.80	0.19	0.24	0.51	0.39	0.63	0.30	0.26	0.32	0.78	0.98	0.98	0.67	0.85	0.85	0.74	24610	42606	31303	42711	46656	27544	42133	24282	19358	10477	3724	7517	1713	2228	2693	2091	4644	64773	3262	17685	8223	9442	5499	14800	12088	16083	14956	6846	697	454	207	345	455	424	680
340	found	find	vvd	0.01	  	123581	266.15	223.80	319.36	281.54	308.61	325.83	209.26	349.38	279.38	220.18	275.60	118.33	444.14	196.78	205.61	184.30	198.02	214.93	0.31	0.68	0.67	0.18	0.20	0.43	0.28	0.53	0.29	0.24	0.46	0.45	0.97	0.94	0.62	0.77	0.77	0.63	22380	31936	27493	36849	42663	19998	31594	26697	20194	25098	1179	7066	1429	2152	3040	3036	4478	59536	2747	14691	7554	8040	4652	10623	10060	15291	13678	9884	401	450	198	320	410	388	580
341	himself	himself	pp	0.01	  	123412	265.79	286.94	115.98	582.77	653.15	788.31	184.97	587.26	208.01	204.39	153.90	89.42	703.99	200.63	246.60	222.37	216.68	267.58	0.25	0.60	0.35	0.23	0.27	0.57	0.25	0.55	0.19	0.22	0.21	0.34	0.94	0.86	0.63	0.68	0.70	0.53	28694	11598	56909	77988	103219	17677	53106	19877	18746	14015	891	11200	1457	2581	3668	3322	5575	47206	2439	7792	9780	10637	6202	9578	10539	10153	12433	4503	298	435	181	325	361	349	490
342	enough	enough	rr	0.02	  	122290	263.37	227.60	424.82	351.07	369.47	364.69	223.70	451.94	295.49	226.06	121.75	260.65	449.61	285.32	205.61	173.08	126.01	191.94	0.33	0.74	0.79	0.20	0.22	0.50	0.32	0.60	0.33	0.27	0.32	0.67	0.94	0.96	0.69	0.80	0.74	0.67	22760	42482	34283	44116	47752	21378	40869	28237	20734	11087	2597	7153	2072	2152	2855	1932	3999	63169	3006	17450	8320	8545	5410	12331	11504	17432	15167	6735	598	435	202	356	429	371	615
343	had	have	vhn	0.01	  	122106	262.97	309.13	310.53	303.34	308.28	228.33	384.62	312.29	213.55	254.19	147.02	675.66	444.52	273.62	347.59	208.12	195.22	242.76	0.34	0.83	0.72	0.19	0.23	0.48	0.44	0.52	0.25	0.29	0.36	0.84	0.94	0.96	0.74	0.89	0.83	0.75	30913	31053	29622	36810	29897	36756	28240	20407	23314	13389	6732	7072	1987	3638	3433	2993	5058	64550	3357	15757	8218	9107	5237	16763	9990	13325	16843	7629	750	438	202	383	477	418	689
344	including	including	ii	0.01	  	121890	262.51	224.51	36.56	143.33	67.35	26.52	145.12	51.26	301.98	434.30	381.01	44.46	34.32	303.50	285.87	353.44	249.94	316.96	0.36	0.69	0.15	0.20	0.13	0.17	0.24	0.17	0.33	0.43	0.63	0.27	0.52	0.97	0.75	0.94	0.89	0.85	22451	3656	13997	8042	3472	13868	4635	28857	39833	34697	443	546	2204	2992	5830	3832	6604	67971	2792	3237	8719	5230	1866	9191	3077	17772	24597	13334	232	240	204	389	501	447	779
345	oh	oh	uh	0.90	  	121717	262.13	665.85	4681.52	335.98	461.52	411.40	695.37	455.80	74.50	56.54	20.10	5244.56	740.70	79.45	34.87	24.92	13.70	47.18	0.20	0.47	1.00	0.06	0.08	0.20	0.48	0.50	0.09	0.07	0.05	0.91	0.94	0.58	0.24	0.22	0.13	0.24	66585	468152	32810	55107	53867	66453	41218	7119	5186	1830	52255	11784	577	365	411	210	983	37453	1898	21962	2636	3023	2150	18278	9476	4612	4052	1035	816	435	122	122	118	66	219
346	far	far	rr	0.04	  	121647	261.98	290.02	173.17	329.00	389.28	446.88	249.36	271.70	292.86	285.06	209.99	223.11	318.56	322.23	286.25	305.18	331.41	300.45	0.36	0.81	0.50	0.26	0.29	0.61	0.35	0.49	0.32	0.32	0.43	0.64	0.95	0.97	0.75	0.91	0.92	0.79	29002	17317	32128	46481	58513	23830	24570	27985	26145	19123	2223	5068	2340	2996	5034	5081	6260	67235	3280	10971	11026	11640	6633	13227	9254	17015	18558	9181	573	439	204	391	486	461	726
347	although	although	cs	0.56	  	121375	261.40	422.27	39.56	225.36	194.40	178.18	101.98	147.00	265.71	220.88	578.93	165.90	246.52	443.54	341.47	549.68	693.60	487.45	0.30	0.79	0.15	0.19	0.21	0.39	0.19	0.29	0.28	0.25	0.67	0.55	0.80	0.98	0.79	0.96	0.94	0.83	42227	3956	22007	23212	23331	9746	13293	25391	20259	52721	1653	3922	3221	3574	9067	10634	10156	56127	3220	3407	8135	8244	4201	7189	5368	14765	14558	14247	488	370	206	410	515	469	762
348	no	no	uh	0.29	  	121243	261.11	446.57	5218.00	434.80	398.90	373.10	910.37	230.70	57.82	54.98	31.86	2690.38	858.24	101.63	62.68	42.32	33.07	76.70	0.20	0.59	1.00	0.10	0.11	0.28	0.53	0.38	0.08	0.07	0.09	0.91	0.95	0.73	0.41	0.41	0.40	0.38	44657	521800	42460	47630	48852	87000	20862	5525	5043	2901	26806	13654	738	656	698	507	1598	37450	2387	21973	4223	4328	3020	20341	7285	4045	3917	1862	815	443	155	210	219	200	345
349	both	both	rr	0.11	  	120850	260.27	306.94	165.07	234.52	200.54	212.30	178.73	167.38	274.03	202.91	481.61	132.48	177.88	305.29	250.04	384.60	507.58	364.00	0.34	0.80	0.49	0.21	0.21	0.46	0.28	0.37	0.32	0.25	0.68	0.51	0.92	0.98	0.74	0.98	0.93	0.86	30694	16507	22902	23945	27798	17080	15136	26186	18610	43858	1320	2830	2217	2617	6344	7782	7584	63579	3251	10876	8839	8302	5020	10838	7014	16954	14349	14424	459	425	206	384	523	467	787
350	law	law	nn1	0.14	  	120840	260.25	262.33	71.07	241.81	276.04	347.91	313.67	75.31	172.68	344.60	394.79	90.93	52.55	129.72	197.87	322.52	777.15	203.65	0.20	0.53	0.22	0.18	0.22	0.49	0.25	0.16	0.13	0.22	0.28	0.27	0.59	0.64	0.55	0.65	0.73	0.56	26233	7107	23614	32960	45554	29976	6810	16501	31606	35952	906	836	942	2071	5320	11915	4243	37867	2154	4764	7581	8535	5362	9697	2919	6863	12529	5859	236	273	135	287	346	365	512
351	toward	toward	ii	0.02	  	120550	259.62	11.53	9.32	381.66	375.91	182.49	75.25	507.83	225.11	170.50	332.58	1.91	10.87	11.98	5.73	20.13	19.83	8.54	0.27	0.12	0.04	0.20	0.21	0.32	0.13	0.55	0.24	0.21	0.49	0.03	0.09	0.25	0.09	0.24	0.18	0.11	1153	932	37270	44885	23895	7191	45923	21511	15638	30287	19	173	87	60	332	304	178	50578	481	867	8559	8346	3459	5074	10487	12826	11840	10351	19	43	53	46	126	91	103
352	coming	coming	nn1	0.10	  	120367	259.23	193.59	444.97	230.99	269.13	202.46	533.44	323.35	155.72	202.98	73.17	556.02	334.77	141.42	182.77	101.48	60.92	141.35	0.31	0.74	0.81	0.14	0.17	0.38	0.53	0.52	0.20	0.25	0.21	0.78	0.94	0.92	0.62	0.82	0.60	0.68	19359	44497	22557	32135	26509	50978	29240	14880	18617	6663	5540	5326	1027	1913	1674	934	2945	58967	3007	17818	5919	6755	4146	20161	9909	10391	14066	4440	696	435	195	320	439	303	619
353	everything	everything	pn	0.13	  	120337	259.16	175.54	1093.74	262.84	226.80	138.63	345.70	410.76	242.53	217.42	77.65	371.95	364.38	199.81	144.65	89.48	47.29	138.47	0.31	0.66	0.97	0.14	0.14	0.30	0.40	0.57	0.27	0.25	0.19	0.68	0.97	0.94	0.57	0.69	0.49	0.56	17554	109374	25667	27080	18152	33037	37145	23176	19941	7071	3706	5797	1451	1514	1476	725	2885	59495	2672	21399	5919	5705	3220	15448	10901	14617	14401	4128	606	448	198	297	368	243	512
354	off	off	ii	0.02	  	119988	258.41	213.02	285.74	273.28	195.49	117.67	224.89	446.25	274.20	278.37	70.45	383.29	336.72	256.68	343.10	129.73	56.09	176.19	0.32	0.73	0.66	0.18	0.17	0.30	0.32	0.58	0.30	0.30	0.19	0.68	0.95	0.96	0.70	0.82	0.56	0.68	21302	28574	26687	23342	15408	21492	40354	26202	25531	6416	3819	5357	1864	3591	2140	860	3671	60768	2959	14607	7852	6546	3290	12117	11107	16181	17221	4142	609	443	203	363	439	280	622
355	team	team	nn1	0.07	  	119776	257.95	180.63	54.07	96.87	35.78	7.22	153.47	85.15	254.11	628.19	170.41	94.84	51.79	268.25	587.69	116.70	70.51	249.05	0.20	0.48	0.18	0.09	0.04	0.04	0.17	0.15	0.16	0.26	0.19	0.25	0.42	0.86	0.59	0.63	0.32	0.58	18063	5407	9460	4272	946	14666	7700	24282	57616	15519	945	824	1948	6151	1925	1081	5189	37121	1938	3915	3686	1442	402	6573	2812	8774	14863	4099	221	195	182	306	338	161	535
356	working	work	vvg	0.06	  	119713	257.82	283.69	290.33	187.56	136.22	64.75	300.22	188.25	280.46	278.87	237.67	347.66	178.32	286.56	249.08	341.43	285.88	353.49	0.33	0.80	0.63	0.16	0.16	0.27	0.36	0.38	0.29	0.29	0.44	0.68	0.88	0.96	0.70	0.94	0.75	0.84	28369	29033	18316	16265	8478	28691	17023	26800	25577	21644	3464	2837	2081	2607	5632	4383	7365	62066	3229	13751	7010	6338	2940	13669	7217	15317	16608	9255	609	408	203	362	503	374	770
357	book	book	nn1	0.08	  	119452	257.26	239.00	79.57	205.28	197.90	172.08	347.54	209.73	258.04	254.30	211.89	235.36	172.04	328.84	195.86	253.47	217.13	329.73	0.22	0.66	0.22	0.12	0.13	0.30	0.23	0.31	0.22	0.17	0.26	0.46	0.86	0.94	0.59	0.71	0.70	0.70	23900	7957	20046	23630	22531	33213	18966	24658	23324	19296	2345	2737	2388	2050	4181	3329	6870	41153	2688	4823	5268	4989	3289	8766	5851	11462	9509	5565	410	401	198	304	380	350	645
358	area	area	nn1	0.10	  	119389	257.12	345.12	23.76	181.97	63.94	16.87	204.28	105.36	256.71	392.26	327.60	369.74	99.06	305.56	355.90	520.70	365.84	437.24	0.28	0.74	0.09	0.16	0.08	0.08	0.24	0.22	0.24	0.30	0.47	0.55	0.68	0.96	0.64	0.93	0.81	0.83	34512	2376	17770	7635	2209	19522	9528	24531	35977	29833	3684	1576	2219	3725	8589	5609	9110	52719	3007	1944	7017	3151	873	9079	4027	12678	16953	9982	494	314	203	333	496	404	763
359	second	second	md	0.14	  	119319	256.97	317.49	94.05	235.66	192.43	152.62	188.46	187.46	228.13	316.23	368.49	205.25	157.20	314.24	593.80	344.16	394.67	334.91	0.32	0.80	0.31	0.21	0.21	0.41	0.27	0.39	0.26	0.30	0.58	0.57	0.88	0.97	0.73	0.95	0.93	0.82	31749	9405	23013	22977	19983	18010	16952	21800	29004	33557	2045	2501	2282	6215	5677	6051	6978	61143	3235	6894	8818	8333	4438	10436	7473	13869	17087	12278	512	410	205	380	508	468	752
359	air	air	nn1	0.00	  	119179	256.67	179.24	59.14	329.31	303.07	284.52	234.31	380.82	279.21	240.02	149.95	88.62	311.77	206.83	170.26	171.02	71.75	234.03	0.49	0.58	0.21	0.00	0.00	0.00	0.23	0.54	0.22	0.19	0.19	0.31	0.95	0.91	0.59	0.66	0.43	0.61	17924	5914	32158	36187	37254	22392	34437	26681	22014	13655	883	4960	1502	1782	2821	1100	4876	91758	2341	4511	2	5	4	8946	10388	11527	11004	4014	271	441	191	308	353	217	560
360	body	body	nn1	0.04	  	119152	256.61	243.97	101.67	245.92	243.79	272.14	150.76	409.44	343.83	126.68	255.35	112.71	396.94	274.30	195.77	294.45	204.09	236.72	0.23	0.64	0.27	0.11	0.16	0.46	0.16	0.51	0.24	0.13	0.31	0.35	0.92	0.92	0.59	0.76	0.74	0.65	24397	10167	24015	29109	35633	14407	37025	32856	11619	23254	1123	6315	1992	2049	4857	3129	4932	42596	2611	5953	4880	6384	5014	6316	9653	12763	7247	6617	306	427	195	308	406	371	598
361	able	able	jj	0.00	  	118992	256.27	294.46	253.43	224.36	214.80	183.05	378.53	188.67	242.05	210.96	255.68	349.07	260.48	254.89	239.91	311.06	306.23	366.50	0.33	0.82	0.63	0.17	0.22	0.45	0.42	0.39	0.27	0.25	0.51	0.71	0.88	0.97	0.70	0.95	0.89	0.84	29446	25343	21909	25648	23968	36174	17061	23130	19349	23284	3478	4144	1851	2511	5131	4695	7636	63198	3332	13808	7420	8700	4949	16019	7324	14632	14411	10812	633	407	205	364	507	445	771
362	door	door	nn1	0.02	  	118911	256.09	230.65	243.68	453.61	509.85	323.59	108.05	903.48	133.99	116.55	37.24	265.16	904.12	102.86	106.53	60.38	26.48	133.19	0.18	0.52	0.56	0.10	0.12	0.28	0.14	0.64	0.13	0.12	0.10	0.45	0.98	0.76	0.46	0.50	0.33	0.45	23065	24368	44296	60877	42370	10326	81701	12804	10690	3391	2642	14384	747	1115	996	406	2775	33929	2101	12269	4185	4616	3018	5524	12160	7101	7112	2032	404	455	160	237	269	163	413
363	music	music	nn1	0.14	  	117751	253.59	144.33	64.13	150.82	126.01	125.08	203.78	160.63	194.01	281.70	432.42	79.49	108.36	349.08	179.62	97.66	97.51	210.99	0.14	0.40	0.17	0.08	0.09	0.22	0.14	0.25	0.12	0.13	0.13	0.22	0.72	0.67	0.47	0.36	0.22	0.45	14433	6413	14728	15046	16377	19474	14526	18539	25837	39379	792	1724	2535	1880	1611	1495	4396	26694	1628	3757	3439	3390	2436	5401	4607	6396	7528	2762	193	335	141	244	192	109	414
364	months	month	nn2	0.01	  	116652	251.23	239.71	119.72	223.16	191.63	127.56	295.98	189.15	281.42	332.95	151.90	219.10	143.50	295.51	478.67	257.65	176.56	258.79	0.32	0.74	0.36	0.24	0.24	0.36	0.34	0.40	0.28	0.33	0.28	0.56	0.86	0.99	0.74	0.91	0.60	0.77	23971	11972	21792	22881	16702	28285	17105	26892	30537	13833	2183	2283	2146	5010	4250	2707	5392	60291	2990	7909	10179	9398	3874	13140	7609	14844	18740	5958	500	401	208	385	487	303	706
365	office	office	nn1	0.18	  	116123	250.09	243.96	162.23	300.25	254.58	159.45	237.16	265.88	234.08	371.09	142.90	173.63	238.16	159.46	359.15	277.54	177.80	319.46	0.26	0.66	0.39	0.22	0.22	0.40	0.27	0.32	0.20	0.29	0.25	0.43	0.78	0.85	0.67	0.82	0.57	0.75	24396	16223	29320	30397	20878	22664	24043	22368	34035	13013	1730	3789	1158	3759	4578	2726	6656	49196	2684	8611	9229	8564	4305	10313	5957	10813	16836	5277	379	362	180	346	440	287	690
366	talk	talk	vv0	0.08	  	115706	249.19	118.99	920.25	210.80	171.26	101.64	591.09	289.94	146.38	153.02	54.65	275.20	264.75	87.85	85.89	67.47	46.70	75.79	0.26	0.55	0.93	0.11	0.10	0.23	0.51	0.44	0.16	0.17	0.14	0.61	0.94	0.72	0.48	0.51	0.40	0.42	11899	92025	20585	20449	13308	56488	26219	13988	14035	4977	2742	4212	638	899	1113	716	1579	49510	2240	20487	4492	4052	2465	19522	8417	8632	9971	2968	546	435	151	250	272	198	388
367	human	human	jj	0.11	  	115573	248.90	178.33	36.01	207.57	208.33	271.31	161.00	150.44	256.70	166.74	513.47	55.20	105.91	141.15	91.34	313.97	332.19	160.55	0.22	0.52	0.14	0.13	0.15	0.42	0.19	0.26	0.19	0.16	0.45	0.19	0.73	0.70	0.53	0.65	0.67	0.56	17833	3601	20270	24875	35525	15386	13604	24530	15293	46760	550	1685	1025	956	5179	5093	3345	41139	2122	3029	5381	5771	4520	7237	4893	10361	8971	9677	164	337	147	275	347	338	514
368	person	person	nn1	0.01	  	115459	248.66	243.65	334.89	168.49	152.37	222.18	362.97	197.62	232.56	207.83	237.37	253.62	172.23	129.58	122.10	226.25	427.61	316.34	0.28	0.68	0.70	0.11	0.13	0.41	0.37	0.38	0.22	0.22	0.35	0.57	0.86	0.87	0.52	0.69	0.79	0.67	24365	33489	16454	18193	29091	34687	17871	22223	19062	21616	2527	2740	941	1278	3732	6556	6591	52812	2740	15462	4767	5040	4424	14127	7266	11701	12377	7341	508	398	184	270	369	395	616
369	began	begin	vvd	0.00	  	115250	248.21	221.11	6.04	366.36	360.05	253.62	137.20	348.36	281.72	274.28	203.90	25.69	478.46	158.36	164.43	332.89	117.66	195.68	0.29	0.59	0.03	0.23	0.21	0.37	0.21	0.48	0.27	0.29	0.38	0.15	0.95	0.91	0.64	0.76	0.62	0.62	22111	604	35776	42991	33208	13112	31502	26921	25156	18568	256	7612	1150	1721	5491	1804	4077	55743	2372	567	9713	8383	4011	7965	9123	14164	16428	8063	124	440	193	331	406	311	567
370	minutes	minute	nn2	0.04	  	115240	248.19	173.68	143.83	173.89	149.05	106.33	197.45	226.34	467.23	273.28	68.05	258.44	237.47	232.03	360.10	75.54	78.07	149.65	0.23	0.57	0.41	0.12	0.12	0.21	0.27	0.41	0.23	0.17	0.14	0.53	0.93	0.89	0.51	0.49	0.35	0.57	17368	14383	16981	17797	13922	18869	20468	44648	25065	6197	2575	3778	1685	3769	1246	1197	3118	43274	2307	9088	4988	4654	2262	10446	7686	12246	9827	3069	470	431	188	263	264	173	518
371	saying	saying	nn1	0.01	  	114784	247.20	177.38	442.00	178.77	148.78	129.30	627.11	227.05	119.83	192.90	56.90	605.90	259.97	98.04	165.96	105.55	73.05	108.23	0.27	0.66	0.79	0.13	0.13	0.30	0.50	0.41	0.15	0.22	0.15	0.75	0.91	0.79	0.58	0.72	0.54	0.48	17738	44200	17457	17765	16930	59930	20532	11451	17692	5182	6037	4136	712	1737	1741	1120	2255	50866	2658	17442	5628	5242	3265	19267	7814	7758	12831	3196	670	421	166	303	384	272	442
372	parents	parent	nn2	0.06	  	114208	245.96	157.77	147.61	109.39	55.88	58.62	225.23	200.37	255.07	264.12	285.19	114.62	121.56	92.54	234.75	184.30	240.03	136.88	0.19	0.44	0.35	0.08	0.06	0.18	0.18	0.32	0.16	0.17	0.22	0.27	0.73	0.64	0.48	0.46	0.42	0.42	15777	14761	10682	6672	7676	21524	18119	24374	24224	25971	1142	1934	672	2457	3040	3680	2852	35910	1797	7634	3202	2305	1988	7066	6073	8391	9640	4740	239	337	134	251	246	208	382
373	used	use	vvn	0.01	  	114168	245.88	386.71	36.04	204.97	187.03	121.94	139.30	83.97	236.56	187.21	587.35	192.90	107.42	395.48	230.26	481.05	692.03	538.18	0.27	0.80	0.14	0.16	0.18	0.37	0.21	0.24	0.24	0.21	0.67	0.59	0.84	0.98	0.67	0.97	0.92	0.86	38671	3604	20016	22332	15966	13312	7593	22605	17170	53488	1922	1709	2872	2410	7935	10610	11213	51904	3239	3118	6889	6994	3987	8136	4511	13037	11944	14276	527	392	207	345	518	460	790
374	probably	probably	rr	0.07	  	113570	244.59	262.38	395.32	225.77	202.52	161.70	395.32	261.65	225.15	195.67	139.33	605.80	274.18	267.28	165.77	220.19	252.88	223.42	0.31	0.76	0.77	0.18	0.21	0.44	0.45	0.44	0.26	0.24	0.32	0.74	0.87	0.94	0.65	0.84	0.83	0.69	26238	39532	22047	24181	21172	37779	23661	21515	17946	12688	6036	4362	1941	1735	3632	3877	4655	59509	3099	16878	7693	8473	4836	17165	8359	13752	13463	6770	663	403	199	335	450	414	635
375	name	name	nn1	0.03	  	113505	244.45	237.48	278.47	299.54	314.56	394.24	235.98	423.48	208.57	225.93	131.97	308.02	378.58	240.98	182.58	182.72	125.95	290.37	0.27	0.74	0.59	0.16	0.20	0.49	0.29	0.57	0.22	0.22	0.25	0.60	0.97	0.94	0.62	0.87	0.67	0.73	23748	27847	29251	37559	51621	22551	38295	19931	20722	12018	3069	6023	1750	1911	3014	1931	6050	51662	2980	13042	6816	7994	5319	10957	10804	11711	12792	5398	536	452	199	321	467	335	670
376	line	line	nn1	0.06	  	113469	244.37	227.49	155.66	233.65	243.09	173.43	224.48	230.30	304.18	286.63	174.01	190.39	186.93	302.67	255.29	251.59	185.37	288.74	0.30	0.74	0.43	0.18	0.20	0.38	0.30	0.40	0.28	0.27	0.31	0.55	0.89	0.96	0.66	0.91	0.79	0.73	22749	15566	22817	29025	22709	21452	20826	29067	26289	15846	1897	2974	2198	2672	4150	2842	6016	56036	3000	9431	7577	7828	4183	11470	7644	14990	15299	6633	491	413	202	342	486	394	672
377	car	car	nn1	0.05	  	112530	242.35	263.42	256.15	276.21	175.28	32.24	206.35	499.91	233.72	234.76	41.11	393.83	437.86	297.99	580.14	102.94	61.90	219.29	0.18	0.55	0.47	0.11	0.10	0.09	0.18	0.40	0.16	0.16	0.08	0.44	0.74	0.89	0.62	0.49	0.37	0.58	26342	25615	26973	20929	4222	19720	45207	22334	21532	3744	3924	6966	2164	6072	1698	949	4569	33503	2227	10236	4668	3920	1000	6799	7612	8340	9126	1626	390	344	188	323	262	185	535
378	home	home	rr	0.07	  	112429	242.13	179.67	605.28	253.51	240.79	194.01	239.87	427.26	223.81	252.12	69.93	281.52	355.20	142.39	327.71	88.21	43.05	140.72	0.27	0.60	0.81	0.15	0.15	0.30	0.27	0.57	0.24	0.25	0.17	0.49	0.95	0.91	0.60	0.58	0.41	0.57	17967	60528	24756	28751	25403	22923	38637	21387	23124	6368	2805	5651	1034	3430	1455	660	2932	51705	2418	17877	6203	5886	3224	10518	10829	12534	14260	3564	438	440	193	312	311	205	519
379	game	game	nn1	0.09	  	112193	241.62	140.40	112.08	152.12	116.72	57.09	142.72	132.51	255.56	591.93	86.44	115.82	95.16	308.59	529.60	47.59	44.55	101.75	0.18	0.44	0.30	0.10	0.09	0.17	0.15	0.25	0.16	0.23	0.12	0.26	0.79	0.72	0.47	0.44	0.35	0.41	14040	11208	14855	13937	7475	13639	11983	24421	54290	7872	1154	1514	2241	5543	785	683	2120	34773	1771	6673	4217	3607	1849	5883	4583	8493	13272	2542	224	366	152	246	235	173	375
380	kids	kid	nn2	0.08	  	111641	240.43	40.94	285.84	79.30	19.30	1.24	366.14	180.27	332.42	276.17	35.78	123.55	55.94	67.61	48.44	23.16	12.59	19.20	0.19	0.21	0.53	0.05	0.02	0.01	0.26	0.27	0.18	0.18	0.06	0.26	0.42	0.44	0.22	0.12	0.07	0.13	4094	28584	7744	2304	163	34990	16302	31766	25330	3258	1231	890	491	507	382	193	400	36495	846	11674	2136	684	105	9882	5148	9732	10486	1247	229	196	93	116	63	33	116
381	using	use	vvg	0.11	  	111470	240.07	240.06	79.36	102.44	53.26	27.08	140.23	85.30	310.31	188.74	476.50	158.38	66.44	381.30	145.23	296.15	377.65	307.51	0.28	0.73	0.26	0.11	0.09	0.17	0.21	0.24	0.31	0.21	0.60	0.53	0.73	0.97	0.59	0.93	0.81	0.81	24006	7936	10004	6359	3546	13401	7714	29653	17311	43393	1578	1057	2769	1520	4885	5790	6407	53613	2966	5688	4686	3404	1834	8188	4388	16372	11936	12729	471	341	204	305	498	408	739
382	makes	make	vvz	0.09	  	111127	239.33	160.64	269.10	172.94	170.88	148.40	213.53	176.58	374.03	253.93	172.63	168.11	111.82	279.68	160.32	143.86	183.74	178.11	0.33	0.72	0.66	0.15	0.17	0.40	0.32	0.33	0.36	0.28	0.39	0.54	0.85	0.97	0.66	0.76	0.84	0.72	16064	26910	16888	20403	19431	20406	15968	35742	23290	15721	1675	1779	2031	1678	2373	2817	3711	62155	2909	14440	6519	6714	4366	12305	6192	19388	15928	8342	484	396	205	341	406	421	656
