TS,soundSpel,note,Rondthaler,SSmatchRond,pronunciation,longNote,multipleTS,multipleSS,alternatives,British
heterogenous,NO_TRANSLATION,!,,NA,,,,,,
heterosexual,hetero sexshual,,hetero-sexshual,F,,,,,,
heterosexuality,hetero sexshuality,,,NA,,,,,,
heterosexuals,NO_TRANSLATION,!,,NA,,,,,,
heterosexuals’,NO_TRANSLATION,!,,NA,,,,,,
heterosexual’s,NO_TRANSLATION,!,,NA,,,,,,
heuristic,NO_TRANSLATION,!,hueristic,F,,,,,,
heuristically,NO_TRANSLATION,!,,NA,,,,,,
hew,hue,,hue,T,,,,,,
hewed,NO_TRANSLATION,!,hued,F,,,,,,
hewer,NO_TRANSLATION,!,,NA,,,,,,
hewers,NO_TRANSLATION,!,,NA,,,,,,
hewers’,NO_TRANSLATION,!,,NA,,,,,,
hewer’s,NO_TRANSLATION,!,,NA,,,,,,
hewing,NO_TRANSLATION,!,,NA,,,,,,
hewn,NO_TRANSLATION,!,huen,F,,,,,,
hews,NO_TRANSLATION,!,,NA,,,,,,
hex,hex,,hex,T,,,,,,
hexadecimal,NO_TRANSLATION,!,hexadesimal,F,,,,,,
hexadecimally,NO_TRANSLATION,!,,NA,,,,,,
hexagon,NO_TRANSLATION,!,hexagon,F,,,,,,
hexagonal,NO_TRANSLATION,!,hexagonal,F,,,,,,
hexagonally,NO_TRANSLATION,!,,NA,,,,,,
hexagons,NO_TRANSLATION,!,,NA,,,,,,
hexagons’’,NO_TRANSLATION,!,,NA,,,,,,
hexagon’s,NO_TRANSLATION,!,,NA,,,,,,
hexagram,NO_TRANSLATION,!,hexagram,F,,,,,,
hexagrams,NO_TRANSLATION,!,,NA,,,,,,
hexagrams’,NO_TRANSLATION,!,,NA,,,,,,
hexagram’s,NO_TRANSLATION,!,,NA,,,,,,
hexameter,NO_TRANSLATION,!,hexameter,F,,,,,,
hexameters,NO_TRANSLATION,!,,NA,,,,,,
hexed,hext,,,NA,,,,,,
hexes,hexes,*,,NA,,,,,,
hexing,hexing,,,NA,,,,,,
hey,hae,,hay,F,,,,,,
heyday,haedae,,hayday,F,,,,,,
heydays,haedaes,,,NA,,,,,,
he’d,NO_TRANSLATION,!,,NA,,,,,,
he’ll,NO_TRANSLATION,!,,NA,,,,,,
he’s,NO_TRANSLATION,!,,NA,,,,,,
hi,hi,,hi,T,,,,,,
hiatus,NO_TRANSLATION,!,hieaetus,F,,,,,,
hibachi,NO_TRANSLATION,!,hibaachy,F,,,,,,
hibachis,NO_TRANSLATION,!,,NA,,,,,,
hibernate,hiebernaet,,hiebernaet,T,,,,,,
hibernated,hiebernaeted,,,NA,,,,,,
hibernates,hiebernaets,,,NA,,,,,,
hibernating,hiebernaeting,,,NA,,,,,,
hibernation,hiebernaeshon,,hiebernaeshun,F,,,,,,
hibernations,hibernaeshons,,,NA,,,,,,
hibernations’,NO_TRANSLATION,!,,NA,,,,,,
hibernation’s,NO_TRANSLATION,!,,NA,,,,,,
hibernator,hibernaetor,,hiebernaetor,F,,,,,,
hibernators,hibernaetors,,,NA,,,,,,
hibernators’,NO_TRANSLATION,!,,NA,,,,,,
hibernator’s,NO_TRANSLATION,!,,NA,,,,,,
hibiscus,NO_TRANSLATION,!,hiebiscus,F,,,,,,
hiccough,NO_TRANSLATION,!,hicup,F,,,,,,
hiccoughed,NO_TRANSLATION,!,,NA,,,,,,
hiccoughing,NO_TRANSLATION,!,,NA,,,,,,
hiccoughs,NO_TRANSLATION,!,hicups,F,,,,,,
hiccoughs’,NO_TRANSLATION,!,,NA,,,,,,
hiccough’s,NO_TRANSLATION,!,,NA,,,,,,
hiccup,hiccup,,hicup,F,,,,,,
hiccupped,NO_TRANSLATION,!,hicupt,F,,,,,,
hiccupping,NO_TRANSLATION,!,hicuping,F,,,,,,
hiccups,hicups,,hicups,T,,,,,,
hick,hik,,hik,T,,,,,,
hickories,NO_TRANSLATION,!,,NA,,,,,,
hickory,NO_TRANSLATION,!,hikory,F,,,,,,
hicks,hiks,,hiks,T,,,,,,
hicks’,NO_TRANSLATION,!,,NA,,,,,,
hick’s,NO_TRANSLATION,!,,NA,,,,,,
hid,hid,,hid,T,,,,,,
hidalgo,NO_TRANSLATION,!,hidalgo,F,,,,,,
hidalgos,NO_TRANSLATION,!,,NA,,,,,,
hidden,hiden,,hiden,T,,,,,,
hide,hied,,hied,T,,,,,,
hideaway,NO_TRANSLATION,!,hiedaway,F,,,,,,
hideaways,NO_TRANSLATION,!,,NA,,,,,,
hidebound,NO_TRANSLATION,!,hiedbound,F,,,,,,
hideous,hidius,,hidius,T,,,,,,
hideously,hidiusly,,hidiusly,T,,,,,,
hideout,NO_TRANSLATION,!,hiedout,F,,,,,,
hideouts,NO_TRANSLATION,!,,NA,,,,,,
hides,hieds,,hieds,T,,,,,,
hiding,hieding,,hieding,T,,,,,,
hie,NO_TRANSLATION,!,hi,F,,,,,,
hied,NO_TRANSLATION,!,hied,F,,,,,,
hieing,NO_TRANSLATION,!,hieing,F,,,,,,
hierarchical,NO_TRANSLATION,!,hierarkical,F,,,,,,
hierarchically,NO_TRANSLATION,!,hierarkicaly,F,,,,,,
hierarchies,NO_TRANSLATION,!,hierarkys,F,,,,,,
hierarchy,NO_TRANSLATION,!,hierarky,F,,,,,,
hieroglyph,NO_TRANSLATION,!,,NA,,,,,,
hieroglyphic,NO_TRANSLATION,!,hieroglific,F,,,,,,
hieroglyphical,NO_TRANSLATION,!,,NA,,,,,,
hieroglyphically,NO_TRANSLATION,!,,NA,,,,,,
hieroglyphics,NO_TRANSLATION,!,,NA,,,,,,
hieroglyphs,NO_TRANSLATION,!,,NA,,,,,,
hieroglyphs’,NO_TRANSLATION,!,,NA,,,,,,
hieroglyph’s,NO_TRANSLATION,!,,NA,,,,,,
hifalutin,NO_TRANSLATION,!,hiefalootin,F,,,,,,
high,hie,,hi,F,,,,,,
high school,NO_TRANSLATION,!,,NA,,,,,,
high schools,NO_TRANSLATION,!,,NA,,,,,,
high-rise,NO_TRANSLATION,!,,NA,,,,,,
high-rises,NO_TRANSLATION,!,,NA,,,,,,
highball,hiebaul,,hieball,F,,,,,,
highballs,hiebauls,,,NA,,,,,,
highballs’,hiebauls’,,,NA,,,,,,
highball’s,hiebaul’s,,,NA,,,,,,
highborn,hieborn,,hieborn,T,,,,,,
highboy,hieboy,,hieboy,T,,,,,,
highboys,hieboys,,,NA,,,,,,
highbred,hiebred,,hiebred,T,,,,,,
highbrow,hiebrow,,hiebrow,T,,,,,,
highbrows,hiebrows,,,NA,,,,,,
higher,hieer,,hieer,T,,,,,,
highest,hieest,,hieest,T,,,,,,
highjack,NO_TRANSLATION,!,,NA,,,,,,
highjacked,NO_TRANSLATION,!,hiejakt,F,,,,,,
highjacks,NO_TRANSLATION,!,,NA,,,,,,
highjacks’,NO_TRANSLATION,!,,NA,,,,,,
highjack’s,NO_TRANSLATION,!,,NA,,,,,,
highland,hieland,,hieland,T,,,,,,
highlander,hielander,,,NA,,,,,,
highlanders,hielanders,,,NA,,,,,,
highlanders’,NO_TRANSLATION,!,,NA,,,,,,
highlander’s,NO_TRANSLATION,!,,NA,,,,,,
highlands,hielands,,hielands,T,,,,,,
highlands’,NO_TRANSLATION,!,,NA,,,,,,
highland’s,NO_TRANSLATION,!,,NA,,,,,,
highlight,hieliet,,hieliet,T,,,,,,
highlighted,hielieted,,,NA,,,,,,
highlighting,hielieting,,hielieting,T,,,,,,
highlights,hieliets,,hieliets,T,,,,,,
highlights’,NO_TRANSLATION,!,,NA,,,,,,
highlight’s,NO_TRANSLATION,!,,NA,,,,,,
highly,hiely,,hiely,T,,,,,,
highness,hienes,,hienes,T,,,,,,
highnesses,hieneses,,,NA,,,,,,
highpoint,hiepoint,,hiepoint,T,,,,,,
highpoints,hiepoints,,,NA,,,,,,
highroad,hieroed,,hi-roed,F,,,,,,
highroads,hieroeds,,,NA,,,,,,
highs,hies,,hies,T,,,,,,
hightail,hietael,,hietael,T,,,,,,
hightailed,hietaeld,,,NA,,,,,,
hightailing,hietaeling,,,NA,,,,,,
hightails,hietaels,,,NA,,,,,,
highway,hiewae,,hieway,F,,,,,,
highwayman,hiewaeman,,hiewayman,F,,,,,,
highwayman’s,NO_TRANSLATION,!,,NA,,,,,,
highwaymen,hiewaemen,,,NA,,,,,,
highwaymen’s,NO_TRANSLATION,!,,NA,,,,,,
highways,hiewaes,,hieways,F,,,,,,
highways’,NO_TRANSLATION,!,,NA,,,,,,
highway’s,NO_TRANSLATION,!,,NA,,,,,,
hijack,hiejak,,hiejak,T,,,,,,
hijacked,hiejakt,,hiejakt,T,,,,,,
hijacker,hiejaker,,hiejaker,T,,,,,,
hijackers,hiejakers,,hiejakers,T,,,,,,
hijackers’,NO_TRANSLATION,!,,NA,,,,,,
hijacker’s,NO_TRANSLATION,!,,NA,,,,,,
hijacking,hiejaking,,hiejaking,T,,,,,,
hijacks,hiejaks,,,NA,,,,,,
hike,hiek,,hiek,T,,,,,,
hiked,hiekt,,hiekt,T,,,,,,
hiker,hieker,,hieker,T,,,,,,
hikers,hiekers,,,NA,,,,,,
hikers’,hiekers’,,,NA,,,,,,
hiker’s,hieker’s,,,NA,,,,,,
hikes,hieks,,hieks,T,,,,,,
hikes’,NO_TRANSLATION,!,,NA,,,,,,
hike’s,NO_TRANSLATION,!,,NA,,,,,,
hiking,hieking,,hieking,T,,,,,,
hilarious,NO_TRANSLATION,!,hilairius,F,,,,,,
hilariously,NO_TRANSLATION,!,hilairiusly,F,,,,,,
hilariousness,NO_TRANSLATION,!,,NA,,,,,,
hilarities,NO_TRANSLATION,!,,NA,,,,,,
hilarities’,NO_TRANSLATION,!,,NA,,,,,,
hilarity,NO_TRANSLATION,!,hilarrity,F,,,,,,
hilarity’s,NO_TRANSLATION,!,,NA,,,,,,
hill,hil,,hil,T,,,,,,
hillbillies-hilbilys,NO_TRANSLATION,!,,NA,,,,,,
hillbillies’,NO_TRANSLATION,!,,NA,,,,,,
hillbilly,hilbily,,hilbily,T,,,,,,
hillbilly’s,hilbily’s,,,NA,,,,,,
hillcrest,hilcrest,,hilcrest,T,,,,,,
hillcrests,hilcrests,,,NA,,,,,,
hillcrests’,NO_TRANSLATION,!,,NA,,,,,,
hillcrest’s,NO_TRANSLATION,!,,NA,,,,,,
hillier,NO_TRANSLATION,!,,NA,,,,,,
hillier,hilyer,,,NA,,,,,,
hilliest,NO_TRANSLATION,!,,NA,,,,,,
hilliest,hilyest,,,NA,,,,,,
hillock,hilok,,hilok,T,,,,,,
hillocks,hiloks,,,NA,,,,,,
hillocks’,NO_TRANSLATION,!,,NA,,,,,,
hillocky,hiloky,,,NA,,,,,,
hillock’s,NO_TRANSLATION,!,,NA,,,,,,
hills,hils,,hils,T,,,,,,
hillside,hilsied,,hilsied,T,,,,,,
hillsides,hilsieds,,,NA,,,,,,
hillsides’,NO_TRANSLATION,!,,NA,,,,,,
hillside’s,NO_TRANSLATION,!,,NA,,,,,,
hills’,NO_TRANSLATION,!,,NA,,,,,,
hilltop,hiltop,,hiltop,T,,,,,,
hilltops,hilltops,,hiltops,F,,,,,,
hilltops’,NO_TRANSLATION,!,,NA,,,,,,
hilltop’s,NO_TRANSLATION,!,,NA,,,,,,
hilly,hily,,hily,T,,,,,,
hill’s,NO_TRANSLATION,!,,NA,,,,,,
hilt,hilt,,hilt,T,,,,,,
hilts,hilts,,,NA,,,,,,
hilts’,NO_TRANSLATION,!,,NA,,,,,,
hilt’s,NO_TRANSLATION,!,,NA,,,,,,
hilum,NO_TRANSLATION,!,hielum,F,,,,,,
him,him,,him,T,,,,,,
himself,himself,,himself,T,,,,,,
hind,hiend,,hiend,T,,,,,,
hinder,hinder,,hinder,T,,,,,,
hindered,hinderd,,hinderd,T,,,,,,
hinderer,hinderer,,,NA,,,,,,
hinderers,hinderers,,,NA,,,,,,
hinderers’,NO_TRANSLATION,!,,NA,,,,,,
hinderer’s,NO_TRANSLATION,!,,NA,,,,,,
hindering,hindering,,hindering,T,,,,,,
hinders,hinders,,hinders,T,,,,,,
hindmost,hiendmoest,,hiendmoest,T,,,,,,
hindquarter,NO_TRANSLATION,!,hiendqorter,F,,,,,,
hindquarters,NO_TRANSLATION,!,hiendqorters,F,,,,,,
hindrance,hindranss,,hindrans,F,,,,,,
hindrances,hindranses,,hindranses,T,,,,,,
hinds,NO_TRANSLATION,!,,NA,,,,,,
hindsight,hiendsiet,,hiendsiet,T,,,,,,
hinds’,NO_TRANSLATION,!,,NA,,,,,,
Hindu,Hindoo,,,NA,,,,,,
Hinduism,NO_TRANSLATION,!,,NA,,,,,,
Hindus,Hindoos,,,NA,,,,,,
hind’s,NO_TRANSLATION,!,,NA,,,,,,
hinge,hinj,,hinj,T,,,,,,
hinged,hinjd,,hinjd,T,,,,,,
hinges,hinjes,,hinjes,T,,,,,,
hinges’,NO_TRANSLATION,!,,NA,,,,,,
hinge’s,NO_TRANSLATION,!,,NA,,,,,,
hinging,hinjing,,hinjing,T,,,,,,
hint,hint,,hint,T,,,,,,
hinted,hinted,,hinted,T,,,,,,
hinterland,hinterland,,hinterland,T,,,,,,
hinterlands,hinterlands,,hinterlands,T,,,,,,
hinting,hinting,,hinting,T,,,,,,
hints,hints,,hints,T,,,,,,
hints’,NO_TRANSLATION,!,,NA,,,,,,
hint’s,NO_TRANSLATION,!,,NA,,,,,,
hip,hip,,hip,T,,,,,,
hipbone,hipboen,,hipboen,T,,,,,,
hipbones,hipboens,,,NA,,,,,,
hipbones’,NO_TRANSLATION,!,,NA,,,,,,
hipbone’s,NO_TRANSLATION,!,,NA,,,,,,
hipline,hiplien,,hiplien,T,,,,,,
hiplines,hipliens,,,NA,,,,,,
hiplines’,NO_TRANSLATION,!,,NA,,,,,,
hipline’s,NO_TRANSLATION,!,,NA,,,,,,
hippie,hipy,,hipy,T,,,,,,
